"","rate","total","height","log_height"
"411",0.4,10,0.0207236887938056,3.87647784684735
"412",0.4,15,0.00994849371888523,4.61033412430817
"413",0.4,20,0.00560598940488058,5.18391971620198
"414",0.4,25,0.00349638096492684,5.65602685546483
"415",0.4,30,0.0023139615841422,6.06879425184276
"416",0.4,35,0.00160885879324402,6.43223017539236
"417",0.4,40,0.00116911953772279,6.75150434532757
"418",0.4,45,0.000873567469681635,7.04292519075299
"419",0.4,50,0.000663303284132358,7.31827823024291
"420",0.4,55,0.0005163716845919,7.56868373281136
"421",0.4,60,0.000403850790116232,7.81446507961823
"422",0.4,65,0.000321518428304768,8.04245569616332
"423",0.4,70,0.00025818584229595,8.26183091337131
"424",0.4,75,0.000211319728649424,8.46213826974326
"425",0.4,80,0.000172264633943986,8.66647869409437
"426",0.4,85,0.000141231666799665,8.86510898893025
"427",0.4,90,0.00011843193583649,9.04117214353578
"428",0.4,95,0.000100487703133992,9.20547519482706
"429",0.4,100,8.8243403172287e-05,9.33541161653372
"430",0.4,105,7.66324290706703e-05,9.47649021479363
"431",0.4,110,6.69214325493181e-05,9.6119912751812
"432",0.4,115,6.16437170485833e-05,9.6941392467902
"433",0.4,120,5.40438067275251e-05,9.82571560457892
"434",0.4,125,4.93994170868784e-05,9.91557193370078
"435",0.4,130,4.49661360662611e-05,10.0096008833491
"436",0.4,135,4.07439636656732e-05,10.1082028601536
"437",0.4,140,3.58884654049971e-05,10.2350946120082
"438",0.4,145,3.3144053344615e-05,10.3146472437102
"439",0.4,150,3.1032967144321e-05,10.3804604622797
"440",0.4,155,2.76552292238507e-05,10.4956957258573
"441",0.4,160,2.57552516435862e-05,10.5668720043252
"442",0.4,165,2.38552740633216e-05,10.6435052303461
"443",0.4,170,2.19552964830571e-05,10.7265021499171
"444",0.4,175,2.02664275228219e-05,10.8065448575906
"445",0.4,180,1.92108844226749e-05,10.8600335425416
"446",0.4,185,1.81553413225279e-05,10.916545752805
"447",0.4,190,1.79442327024986e-05,10.9282417925682
"448",0.4,195,1.66775809823222e-05,11.0014451965915
"449",0.4,200,1.64664723622928e-05,11.0141842223689
"450",0.4,205,1.6044255122234e-05,11.0401597087721
"451",0.4,210,1.54109292621458e-05,11.0804336079101
"452",0.4,215,1.47776034020576e-05,11.1223978070091
"453",0.4,220,1.39331689219401e-05,11.1812383070321
"454",0.4,225,1.35109516818813e-05,11.2120099656988
"455",0.4,230,1.26665172017637e-05,11.2765484868364
"456",0.4,235,1.20331913416755e-05,11.3278417812239
"457",0.4,240,1.16109741016167e-05,11.363559863826
"458",0.4,245,1.11887568615579e-05,11.4006011355064
"459",0.4,250,1.05554310014697e-05,11.4588700436303
"460",0.45,0,0.409545234032905,0.892707920170632
"461",0.45,5,0.0472724977400822,3.05182659571508
"462",0.45,10,0.0141499774747102,4.25804224678743
"463",0.45,15,0.00532817046092189,5.23474735283956
"464",0.45,20,0.0028031002567503,5.87702923977937
"465",0.45,25,0.00154130403483461,6.47512644500239
"466",0.45,30,0.000954422071152894,6.95440456176387
"467",0.45,35,0.00059638185158304,7.42462940547794
"468",0.45,40,0.000420317262478525,7.77450074499428
"469",0.45,45,0.000298929805961623,8.11530177480481
"470",0.45,50,0.000221875159650894,8.41339567818153
"471",0.45,55,0.000165509158103045,8.70648402870807
"472",0.45,60,0.000130254018558137,8.94602402515309
"473",0.45,65,0.000103232115194374,9.17853055958361
"474",0.45,70,8.44434480117579e-05,9.3794285019505
"475",0.45,75,7.1143604949906e-05,9.55081011870612
"476",0.45,80,6.24881515287008e-05,9.68053359473442
"477",0.45,85,5.21438291472605e-05,9.8615047124305
"478",0.45,90,4.51772446862905e-05,10.0049170340366
"479",0.45,95,3.84217688453498e-05,10.1668863619817
"480",0.45,100,3.39884878247326e-05,10.289488684074
"481",0.45,105,2.95552068041153e-05,10.4292506264492
"482",0.45,110,2.6177468883645e-05,10.5506114834534
"483",0.45,115,2.53330344035274e-05,10.5834013062764
"484",0.45,120,2.34330568232628e-05,10.6613628477461
"485",0.45,125,2.19552964830571e-05,10.7265021499171
"486",0.45,130,2.02664275228219e-05,10.8065448575906
"487",0.45,135,1.87886671826161e-05,10.8822566793263
"488",0.45,140,1.77331240824692e-05,10.9400762502152
"489",0.45,145,1.73109068424104e-05,10.9641738017942
"490",0.45,150,1.68886896023516e-05,10.9888664143846
"491",0.45,155,1.58331465022046e-05,11.0534049355222
"492",0.45,160,1.56220378821752e-05,11.0668279558543
"493",0.45,165,1.45664947820282e-05,11.1367865444612
"494",0.45,170,1.35109516818813e-05,11.2120099656988
"495",0.45,175,1.26665172017637e-05,11.2765484868364
"496",0.45,180,1.22442999617049e-05,11.3104500385121
"497",0.45,185,1.13998654815873e-05,11.3819090024942
"498",0.45,190,1.13998654815873e-05,11.3819090024942
"499",0.45,195,1.03443223814403e-05,11.4790727509479
"500",0.45,200,1.01332137614109e-05,11.4996920381506
"501",0.45,205,1.01332137614109e-05,11.4996920381506
"502",0.45,210,9.92210514138155e-06,11.5207454473484
"503",0.45,215,9.49988790132276e-06,11.5642305592882
"504",0.45,220,9.07767066126397e-06,11.6096929333649
"505",0.45,225,8.86656204123458e-06,11.6332234307751
"506",0.45,230,8.86656204123458e-06,11.6332234307751
"507",0.45,235,8.44434480117579e-06,11.6820135949445
"508",0.45,240,8.022127561117e-06,11.7333068893321
"509",0.45,245,7.81101894108761e-06,11.7599751364143
"510",0.45,250,7.17769308099942e-06,11.8445325244423
"511",0.5,0,0.311949296776076,1.16491461471198
"512",0.5,5,0.0280918018500715,3.57227749431726
"513",0.5,10,0.00730583601335726,4.91908179633628
"514",0.5,15,0.00260550258840279,5.95012969017747
"515",0.5,20,0.00123118547201143,6.69977777536999
"516",0.5,25,0.000644092399709683,7.34766836434181
"517",0.5,30,0.000388650969474116,7.8528288678254
"518",0.5,35,0.000250163714734833,8.29339499548925
"519",0.5,40,0.000180075652885074,8.6221335015668
"520",0.5,45,0.000134053973718666,8.91726805016579
"521",0.5,50,0.000103865441054462,9.17241433256617
"522",0.5,55,8.48656652518167e-05,9.37444096043946
"523",0.5,60,7.07213877098472e-05,9.55676251723341
"524",0.5,65,6.10103911884951e-05,9.70446636094605
"525",0.5,70,5.44660239675838e-05,9.81793346413686
"526",0.5,75,4.83438739867314e-05,9.93717104550424
"527",0.5,80,4.36994843460847e-05,10.0381742557931
"528",0.5,85,3.71551171251735e-05,10.2004090540203
"529",0.5,90,3.33551619646444e-05,10.3082980160315
"530",0.5,95,2.84996637039683e-05,10.4656182706201
"531",0.5,100,2.55441430235568e-05,10.5751025034617
"532",0.5,105,2.25886223431452e-05,10.6980642145966
"533",0.5,110,2.08997533829101e-05,10.7757731989239
"534",0.5,115,2.02664275228219e-05,10.8065448575906
"535",0.5,120,1.89997758026455e-05,10.8710833787282
"536",0.5,125,1.77331240824692e-05,10.9400762502152
"537",0.5,130,1.66775809823222e-05,11.0014451965915
"538",0.5,135,1.56220378821752e-05,11.0668279558543
"539",0.5,140,1.47776034020576e-05,11.1223978070091
"540",0.5,145,1.47776034020576e-05,11.1223978070091
"541",0.5,150,1.43553861619988e-05,11.1513853438824
"542",0.5,155,1.35109516818813e-05,11.2120099656988
"543",0.5,160,1.32998430618519e-05,11.2277583226669
"544",0.5,165,1.24554085817343e-05,11.2933556051528
"545",0.5,170,1.16109741016167e-05,11.363559863826
"546",0.5,175,1.09776482415285e-05,11.4196493304771
"547",0.5,180,1.05554310014697e-05,11.4588700436303
"548",0.5,185,1.01332137614109e-05,11.4996920381506
"549",0.5,190,1.01332137614109e-05,11.4996920381506
"550",0.5,195,9.28877928129337e-06,11.5867034151402
"551",0.5,200,9.07767066126397e-06,11.6096929333649
"552",0.5,205,9.07767066126397e-06,11.6096929333649
"553",0.5,210,8.86656204123458e-06,11.6332234307751
"554",0.5,215,8.44434480117579e-06,11.6820135949445
"555",0.5,220,8.022127561117e-06,11.7333068893321
